- invocation: True
  version: 3.0
    sha256: 24bdf299e8060889bdf991a370ab166bfa6b0ca2deb97b68642a9a38b98619da
    success: True
  - lfn: "Aug_resized_Cat28_2.jpg"
    pfn: "Aug_resized_Cat28_2.jpg"
    sha256: d175d0769e3e95c1004b18a0b0c1fd9b7291179fd56b512195a2ede329cbf243
    success: True
  - lfn: "Aug_resized_Cat37_1.jpg"
    pfn: "Aug_resized_Cat37_1.jpg"
    sha256: f9a94ea80bf972fb57ab174391903b6ed4c0a9b7af0f4b84ac6073799d4ed705
    success: True
  - lfn: "Aug_resized_Dog12_0.jpg"
    pfn: "Aug_resized_Dog12_0.jpg"
    sha256: c21310e31d139611c493366020709a722803d1c9b04232f3abe71a37e036fdc0
    success: True
  - lfn: "Aug_resized_Cat94_1.jpg"
    pfn: "Aug_resized_Cat94_1.jpg"
    sha256: f8ce5aa5595277e3c1c5f4e8c491eec8d9d982c86b361f6c2943e33a9a9164fe
    success: True
  - lfn: "Aug_resized_Dog20_1.jpg"
    pfn: "Aug_resized_Dog20_1.jpg"
    sha256: b139aa9e9a1417a0aba5d5d1f64f9284391bf3f0539b2379a34af7017ac66a65
    success: True
  - lfn: "Aug_resized_Cat29_0.jpg"
    pfn: "Aug_resized_Cat29_0.jpg"
    sha256: ad28c36acfb26bb423de3eec209f19872b422389cd2a2b31a6fc223679cbc3cc
    success: True
  - lfn: "Aug_resized_Cat69_0.jpg"
    pfn: "Aug_resized_Cat69_0.jpg"
    sha256: feb634ab18499dd484c9ba475a3de0cba48a6bf7a568588e5483df750ba56cea
    success: True
  - lfn: "Aug_resized_Dog86_2.jpg"
    pfn: "Aug_resized_Dog86_2.jpg"
    sha256: 36c9daf6b8b74b37382721082dbbd546e73b0bd38973146cbb3012045928f36c
    success: True
  - lfn: "Aug_resized_Cat77_1.jpg"
    pfn: "Aug_resized_Cat77_1.jpg"
    sha256: c27c094475247ea0528826120efdb983006477bd6191c71f99542d0f73b265d5
    success: True
  - lfn: "Aug_resized_Cat91_0.jpg"
    pfn: "Aug_resized_Cat91_0.jpg"
    sha256: 88b3527278914c5e68d4d0af607046672469cbee1868c95f9953169d4f74cc73
    success: True
  - lfn: "Aug_resized_Dog67_1.jpg"
    pfn: "Aug_resized_Dog67_1.jpg"
    sha256: 06de61b107fb7ca9b9c0b59ef39dd1938175ede426ad6ac9ede7529a897587cf
    success: True
  - lfn: "Aug_resized_Dog30_2.jpg"
    pfn: "Aug_resized_Dog30_2.jpg"
    sha256: d486a3c278a356153585f9e03028c2dc687194bf6f6ca06f858d3ddab1a4c2ce
    success: True
  - lfn: "Aug_resized_Cat34_1.jpg"
    pfn: "Aug_resized_Cat34_1.jpg"
    sha256: 1034abd2fc6134774cf3046985f4524c8e0c2a4c7fe346445557e4fccc2f2b55
    success: True
  - lfn: "Aug_resized_Cat40_2.jpg"
    pfn: "Aug_resized_Cat40_2.jpg"
    sha256: a8a1ca73136cb7faec67a56e7776170cb0ccb27af53b7116a585f0433f23e417
    success: True
  - lfn: "Aug_resized_Cat50_2.jpg"
    pfn: "Aug_resized_Cat50_2.jpg"
    sha256: 71329aba0762dd049e5e6b817ced3535162d5af5c445997f162e92f813de8a4e
    success: True
  - lfn: "Aug_resized_Cat87_1.jpg"
    pfn: "Aug_resized_Cat87_1.jpg"
    sha256: 9bff47380ca4277f8c0db54e40623d08204f3f1e77c7307f110487950461046e
    success: True
  - lfn: "Aug_resized_Cat2_2.jpg"
    pfn: "Aug_resized_Cat2_2.jpg"
    sha256: 8b8a5fa9953277cabbf68cfcac1e7ac6d6473f1a7cc031500e7cd1b77568ca90
    success: True
  - lfn: "Aug_resized_Cat28_0.jpg"
    pfn: "Aug_resized_Cat28_0.jpg"
    sha256: b29a4c57c8931f0b1277743e7fe7fe9dc63ce1616a471a0f364b8e032dd85f81
    success: True
  - lfn: "Aug_resized_Cat93_2.jpg"
    pfn: "Aug_resized_Cat93_2.jpg"
    sha256: 4bd6c096c830789bb99933cbc2cdfd8f85743acd4dabb51da082fb15f1af2bda
    success: True
  - lfn: "Aug_resized_Cat18_0.jpg"
    pfn: "Aug_resized_Cat18_0.jpg"
    sha256: 46a94fe939eac616afcfca9c9ee02cba51a4ce0cd6048b00bc75b1d494c27147
    success: True
  - lfn: "Aug_resized_Dog80_0.jpg"
    pfn: "Aug_resized_Dog80_0.jpg"
    sha256: e6d8924106b92d843e89be58afb80cf6b5d7fd28027acc68294d2d0ed73dea0f
    success: True
  - lfn: "Aug_resized_Dog17_1.jpg"
    pfn: "Aug_resized_Dog17_1.jpg"
    sha256: 5dbf96b99f1bd0246360ccffd73dc9c5d165757684b311c5669a40eaedaff5e8
    success: True
  - lfn: "Aug_resized_Dog77_1.jpg"
    pfn: "Aug_resized_Dog77_1.jpg"
    sha256: edecaed8a1fff91eb905287ab81612dd5827556499689379a0c288e6e6faa1aa
    success: True
  - lfn: "Aug_resized_Cat78_0.jpg"
    pfn: "Aug_resized_Cat78_0.jpg"
    sha256: 5035f6fbbabac2e2abe7de2b936f6e213f0885cc53d40b887e4aab28a165764d
    success: True
  - lfn: "Aug_resized_Dog70_0.jpg"
    pfn: "Aug_resized_Dog70_0.jpg"
    sha256: 3b3f571fe9901fa46d6969c085036405cf694943d140e58c45556a9a40b1c64a
    success: True
  - lfn: "Aug_resized_Cat90_0.jpg"
    pfn: "Aug_resized_Cat90_0.jpg"
    sha256: 72bb2ec6bdb2e23d42f5ea99778abd42f11fc66b36b9db0fb126af83e4b50af0
    success: True
  - lfn: "Aug_resized_Dog74_1.jpg"
    pfn: "Aug_resized_Dog74_1.jpg"
    sha256: 869c34b60c6da11dd916965a9c6d0a8a654250a04dbcab408b88f8bd47c2e922
    success: True
  - lfn: "Aug_resized_Cat80_0.jpg"
    pfn: "Aug_resized_Cat80_0.jpg"
    sha256: 3511e887feb823be92d485913d23195654b74732895feef4002caacf42645dcf
    success: True
  - lfn: "Aug_resized_Dog18_0.jpg"
    pfn: "Aug_resized_Dog18_0.jpg"
    sha256: 0d0aa865b2c6165933f3c1cbc814e3a3dfec9f527f433ec6172ebd8364d6bae3
    success: True
  - lfn: "Aug_resized_Dog21_1.jpg"
    pfn: "Aug_resized_Dog21_1.jpg"
    sha256: c328f32b4feecc82edc7acb2ca06bb2734cb0c41f057e2e1fc83d3a5165eeedc
    success: True
  - lfn: "Aug_resized_Dog24_1.jpg"
    pfn: "Aug_resized_Dog24_1.jpg"
    sha256: 728959444fa53571bba36f773706c43031860646140aea9e59cd72cd9bef59dc
    success: True
  - lfn: "Aug_resized_Dog31_1.jpg"
    pfn: "Aug_resized_Dog31_1.jpg"
    sha256: da851446b56a000fc64a1577d867a29a7c5c404a963f55d18ff9e886f13f8935
    success: True
  - lfn: "Aug_resized_Cat96_2.jpg"
    pfn: "Aug_resized_Cat96_2.jpg"
    sha256: 7cda3dedd8a02ea5627121599dfd3de204bb14cd63ff87eaa7e3574f92dc92b5
    success: True
  - lfn: "Aug_resized_Cat25_0.jpg"
    pfn: "Aug_resized_Cat25_0.jpg"
    sha256: 288d26dacb83df6d9c982ad371b39a70fe86fa13757333cead8f2edbbbfa7396
    success: True
  - lfn: "Aug_resized_Cat86_2.jpg"
    pfn: "Aug_resized_Cat86_2.jpg"
    sha256: 36120b252b50875c1717014a17cb5031f0e25eac1799936d826f6827b60f5cf6
    success: True
  - lfn: "validation.pkl"
    pfn: "validation.pkl"
    sha256: c47c01a7b20597881c69eac82c9561ede60696386a5ca9199be2c5cd6bc7c448
    success: True
  - lfn: "Aug_resized_Dog9_0.jpg"
    pfn: "Aug_resized_Dog9_0.jpg"
    sha256: 3207fa61843d2cb36f58c8deab6a9afd0c95851e348908fbc5578ce12baa4957
    success: True
  - lfn: "Aug_resized_Dog73_0.jpg"
    pfn: "Aug_resized_Dog73_0.jpg"
    sha256: 4f68494af810be38b7938b8b26cae2b949aad8a314c073bf610ea522af82d282
    success: True
  - lfn: "Aug_resized_Cat30_0.jpg"
    pfn: "Aug_resized_Cat30_0.jpg"
    sha256: 498c0c46f61c76ac28bf2c8d04175a6d2e532456c19580daca3537638b573b0e
    success: True
  - lfn: "Aug_resized_Dog68_0.jpg"
    pfn: "Aug_resized_Dog68_0.jpg"
    sha256: aa45654f30fe03d8c893c5de787a629babdfd443ab98cd8755a0c91a45dae6d8
    success: True
  - lfn: "Aug_resized_Dog65_0.jpg"
    pfn: "Aug_resized_Dog65_0.jpg"
    sha256: d53a90a05d809d53caffed23ac937ca3bb8ce3312af070fb310682b6559bc8d1
    success: True
  - lfn: "Aug_resized_Dog79_2.jpg"
    pfn: "Aug_resized_Dog79_2.jpg"
    sha256: f4f4a425497baa6899b838796b28afd157b7347ea4de066fa5c375cc697ff3ac
    success: True
  - lfn: "Aug_resized_Cat43_2.jpg"
    pfn: "Aug_resized_Cat43_2.jpg"
    sha256: 08d58b06a0905c8db49b60d8f10e1aeb10ee1591115cf50858f93dc63cd3ab4e
    success: True
  - lfn: "Aug_resized_Cat41_1.jpg"
    pfn: "Aug_resized_Cat41_1.jpg"
    sha256: d4fd5c0f1d5094540482971799358ecabbc1d874e17eb8b9ea46ed3ef9364ecc
    success: True
  - lfn: "Aug_resized_Cat38_2.jpg"
    pfn: "Aug_resized_Cat38_2.jpg"
    sha256: 22d59158cf49633a3caa4b1f445f93ecebd7dfca6e92dfd63ab212a2ca29b4ea
    success: True
  - lfn: "Aug_resized_Dog22_0.jpg"
    pfn: "Aug_resized_Dog22_0.jpg"
    sha256: 249f07c3e57439f2387dc9fde8d057b2cfff90fa708e67437cfd72ddfd017a82
    success: True
  - lfn: "Aug_resized_Cat33_0.jpg"
    pfn: "Aug_resized_Cat33_0.jpg"
    sha256: cee83d3b1efe2703a79a8005b31fde97720d5bd76a0d6afc3be9feaf53beb211
    success: True
  - lfn: "Aug_resized_Dog90_2.jpg"
    pfn: "Aug_resized_Dog90_2.jpg"
    sha256: 73acf3319f1d1124cdc9abcf8e878833491b7ec40f073c4ecedbdaca39cd6f4e
    success: True
  - lfn: "Aug_resized_Cat84_1.jpg"
    pfn: "Aug_resized_Cat84_1.jpg"
    sha256: 2788a88a00b5229f6b91bf0837662eb126ce373e7747cac41427ca54e9b3add0
    success: True
  - lfn: "testing.pkl"
    pfn: "testing.pkl"
    sha256: 710fe69dddd8b5d295eb9e8494756b1bbb1ee31c7ccf7b5330783ef933b15f50
    success: True
  - lfn: "Aug_resized_Cat35_2.jpg"
    pfn: "Aug_resized_Cat35_2.jpg"
    sha256: f0bdc97b1d61af67eb7177b7a01f874be2606ace00a1f2378ca5f6ec53906ae3
    success: True
  - lfn: "Aug_resized_Dog76_2.jpg"
    pfn: "Aug_resized_Dog76_2.jpg"
    sha256: 1d72054d881c2c5ebe7dd18c25e89c2414a5f930d760c73aba30b9016e8cff57
    success: True
  - lfn: "Aug_resized_Cat27_1.jpg"
    pfn: "Aug_resized_Cat27_1.jpg"
    sha256: b6aebe0cf18dd00767e115b9e065834ddc3e3d94e03b48f6a62592c70fdc1aea
    success: True
  - lfn: "Aug_resized_Dog28_2.jpg"
    pfn: "Aug_resized_Dog28_2.jpg"
    sha256: 7b2b7980668f60c405416471f2c2ed0b8ebe5c15fc85451626d9f1df239fea40
    success: True
  - lfn: "Aug_resized_Cat76_0.jpg"
    pfn: "Aug_resized_Cat76_0.jpg"
    sha256: 488f8a5975f039d7cfe8d799ce59c0b6ebaf6d135a31e97661d73be8bd4f6444
    success: True
  - lfn: "Aug_resized_Dog33_2.jpg"
    pfn: "Aug_resized_Dog33_2.jpg"
    sha256: 3a3d001864efe59a7c6c87dc16b2937dd137237481a18b94a36a1465da70c158
    success: True
  - lfn: "Aug_resized_Dog19_1.jpg"
    pfn: "Aug_resized_Dog19_1.jpg"
    sha256: 495a4598f6c19574a6094713e140b3d281748b4f00fa76b28df735ba53a1ef13
    success: True
  - lfn: "Aug_resized_Cat95_2.jpg"
    pfn: "Aug_resized_Cat95_2.jpg"
    sha256: e6b65016e5ce72f98734093e6ebed4914e27f5b502b144178dd583719a0618d7
    success: True
  - lfn: "Aug_resized_Dog22_1.jpg"
    pfn: "Aug_resized_Dog22_1.jpg"
    sha256: 092ae3895a1bd1acb1682142b41c28e66fc8dfa9f6f5a4cc5a93bf36ddc34166
    success: True
  - lfn: "Aug_resized_Cat92_1.jpg"
    pfn: "Aug_resized_Cat92_1.jpg"
    sha256: f1d3845a607b009bd93b49e225c58203a5e6de7c9b15c2060ad3e684105ef8ac
    success: True
  - lfn: "Aug_resized_Cat79_1.jpg"
    pfn: "Aug_resized_Cat79_1.jpg"
    sha256: 0a67879c86e193f214b2cb47d0ddf489652cf3026ea85e916f8748321b62a41b
    success: True
  - lfn: "Aug_resized_Dog16_0.jpg"
    pfn: "Aug_resized_Dog16_0.jpg"
    sha256: e50503a7ca1725dff416e2d3f7eb55d8aed5d3e135556a59a0cff9d948ab33e0
    success: True
  - lfn: "Aug_resized_Cat29_1.jpg"
    pfn: "Aug_resized_Cat29_1.jpg"
    sha256: 1358246675793446692fe87a58626473ae44dc5fc607111d6b9865bbb8f08279
    success: True
  - lfn: "Aug_resized_Dog25_2.jpg"
    pfn: "Aug_resized_Dog25_2.jpg"
    sha256: ce8c9f90367e5b340a9e2421e0ea682215c75ca4e9ba1d2af3cd3105e2f70fb2
    success: True
  - lfn: "Aug_resized_Cat85_1.jpg"
    pfn: "Aug_resized_Cat85_1.jpg"
    sha256: 5169afeff456953a6a3af31d7502a7ece534badde0dac41fcda1459fcc8d7136
    success: True
  - lfn: "Aug_resized_Cat0_2.jpg"
    pfn: "Aug_resized_Cat0_2.jpg"
    sha256: a31668ac198258c560470617380d3b3b2aa39174464f94f7023d076766df90ae
    success: True
  - lfn: "Aug_resized_Cat82_0.jpg"
    pfn: "Aug_resized_Cat82_0.jpg"
    sha256: 5fb8fc9a37ee1a5c8aade8c05ecdc4ed109795e0d97c2fe675dbfc5874d3745f
    success: True
  - lfn: "Aug_resized_Dog32_2.jpg"
    pfn: "Aug_resized_Dog32_2.jpg"
    sha256: 551da738e02b4ea77626baf1d23cbf9bb3238b6ba04ebd47bb4faf451e655840
    success: True
  - lfn: "Aug_resized_Dog66_0.jpg"
    pfn: "Aug_resized_Dog66_0.jpg"
    sha256: 939975da3c11f1b4d946cd57b13d2974b5b47a5cc304ebb0850b4c6cd5f9ec87
    success: True
  - lfn: "Aug_resized_Cat89_2.jpg"
    pfn: "Aug_resized_Cat89_2.jpg"
    sha256: 414c43b7b4e84115046fe41171a7be595fcd92a940ccefc9693ea0aed625b7a9
    success: True
  - lfn: "Aug_resized_Cat36_2.jpg"
    pfn: "Aug_resized_Cat36_2.jpg"
    sha256: eea4bad6b62f908a1ed8ae2dcb66510274602c25a2672bee58a4affd658feb77
    success: True
  - lfn: "Aug_resized_Dog82_2.jpg"
    pfn: "Aug_resized_Dog82_2.jpg"
    sha256: 348b909892048f080a474829815f9830b85dfb8861d8f3b51fa026e3c5525cbb
    success: True
  - lfn: "Aug_resized_Cat32_0.jpg"
    pfn: "Aug_resized_Cat32_0.jpg"
    sha256: 536d8205e30149fdabc828bb94213f65e5146f12ad876574b051ee8bef0d3966
    success: True
  - lfn: "Aug_resized_Dog81_1.jpg"
    pfn: "Aug_resized_Dog81_1.jpg"
    sha256: 06e16ebe61b4619ccd4ebb3e9eddbc224c80f2102fce364b07e9e03fe241f955
    success: True
  - lfn: "Aug_resized_Cat33_1.jpg"
    pfn: "Aug_resized_Cat33_1.jpg"
    sha256: 98c24937677f962a5c919b54b70344d692857663ebce68108f4ef872b5995e95
    success: True
  - lfn: "Aug_resized_Dog69_1.jpg"
    pfn: "Aug_resized_Dog69_1.jpg"
    sha256: edb447a82c57d1c1be2fade3848b09b59c81db87c5065d9c5026a1a88d4dc0c7
    success: True
  - lfn: "Aug_resized_Dog26_2.jpg"
    pfn: "Aug_resized_Dog26_2.jpg"
    sha256: 0d9c8853fa241cf9c723b784bad8bdcd3c7619b9ef4e7f986b15a7d65d9345cd
    success: True
  - lfn: "Aug_resized_Dog18_1.jpg"
    pfn: "Aug_resized_Dog18_1.jpg"
    sha256: 1892610baee63b06e5490fe2b3bcb0579d1de9003c78b8678437057ba981c629
    success: True
  - lfn: "Aug_resized_Dog31_2.jpg"
    pfn: "Aug_resized_Dog31_2.jpg"
    sha256: 451b70f022137f5f7b0e55efc813b067f8861bd26f4c8ba06699503171a59043
    success: True
  - lfn: "Aug_resized_Cat83_0.jpg"
    pfn: "Aug_resized_Cat83_0.jpg"
    sha256: c7f26bdba60890bff3c2ab300800b6ab59c74fa234d79d2adbc0099cef888590
    success: True
  - lfn: "Aug_resized_Cat86_1.jpg"
    pfn: "Aug_resized_Cat86_1.jpg"
    sha256: 4a94e42229e1d97b0699e3b3206be650d6114354ec18e7367d4e23d011e95ab8
    success: True
  - lfn: "Aug_resized_Dog20_0.jpg"
    pfn: "Aug_resized_Dog20_0.jpg"
    sha256: 26ca19e789686b16f06b0f176d446f8337db9d76358683d95de3f6ae1844d640
    success: True
  - lfn: "Aug_resized_Cat94_2.jpg"
    pfn: "Aug_resized_Cat94_2.jpg"
    sha256: 2e5817985c0a7fa93898be2910e446c61abe553f021ab1f8d276f33040ce9389
    success: True
  - lfn: "Aug_resized_Dog23_1.jpg"
    pfn: "Aug_resized_Dog23_1.jpg"
    sha256: b7a06d2a8ac9ab2c019e04597268d0e12699f6dd6efca7819820f88a1b8ff7fc
    success: True
  - lfn: "Aug_resized_Cat88_2.jpg"
    pfn: "Aug_resized_Cat88_2.jpg"
    sha256: 98c8f9b72036a296d0e9bbfe1be1bbfec832c7b95d320c2cf315b11285bfa81c
    success: True
  - lfn: "Aug_resized_Dog15_0.jpg"
    pfn: "Aug_resized_Dog15_0.jpg"
    sha256: aac4e50d0c91f9d1df560246bf77fd1c47c3e6e03c2b1e1ae7310a1b5dbb22ba
    success: True
  - lfn: "Aug_resized_Cat91_1.jpg"
    pfn: "Aug_resized_Cat91_1.jpg"
    sha256: 5aa9d323a383e2e4ef6bba184c1700d0ff13d9a9b7b6d71a6c8352acdda32915
    success: True
  - lfn: "Aug_resized_Dog78_2.jpg"
    pfn: "Aug_resized_Dog78_2.jpg"
    sha256: ca177080c67e2d8a3d368e629e9c4acded1d6860c53a34ed740429914e085e90
    success: True
  - lfn: "Aug_resized_Dog75_1.jpg"
    pfn: "Aug_resized_Dog75_1.jpg"
    sha256: f2d4ba712385e33ca14426246f49b26e43f69c663fb17df733b7e77a4517ed96
    success: True
  - lfn: "Aug_resized_Cat42_2.jpg"
    pfn: "Aug_resized_Cat42_2.jpg"
    sha256: 63cda323bafe4a161ec03c5e93dffa477c8bac803530ca4f1780538930b0075a
    success: True
  - lfn: "Aug_resized_Dog72_0.jpg"
    pfn: "Aug_resized_Dog72_0.jpg"
    sha256: ef86f53d56f3ca5da8bf49fc290c3bcec563b147b385a8c2000794fb3f56a4db
    success: True
  - lfn: "Aug_resized_Cat26_0.jpg"
    pfn: "Aug_resized_Cat26_0.jpg"
    sha256: b5987347169a34e08cb5d48e7ae835adaa17c66bc24d1c0399ed3de765a6c1cb
    success: True
  - lfn: "Aug_resized_Cat31_0.jpg"
    pfn: "Aug_resized_Cat31_0.jpg"
    sha256: 60ae2abc9a6a1da703e61c3641ada1f3c5383bef8a2fab0a50aa7163162b776e
    success: True
  - lfn: "Aug_resized_Dog83_2.jpg"
    pfn: "Aug_resized_Dog83_2.jpg"
    sha256: 84d6177af79a1fe1cae913d536c13128a4037c40009e687e491c1f3d9a0bbb5f
    success: True
  - lfn: "Aug_resized_Dog67_0.jpg"
    pfn: "Aug_resized_Dog67_0.jpg"
    sha256: ec4e9239ad315bce2e0364febc1f2ae6769f5bcd1fba68a5043de247e562a56a
    success: True
  - lfn: "Aug_resized_Dog54_0.jpg"
    pfn: "Aug_resized_Dog54_0.jpg"
    sha256: 6f372d27cc2d3aad0077355e2c5b2ce079d3a00c069745d676ff02f52d3af35c
    success: True
  - lfn: "Aug_resized_Dog70_1.jpg"
    pfn: "Aug_resized_Dog70_1.jpg"
    sha256: f544e723b3152c771044a1fb8140c96399d38b1fa4535374a5d0c1b72f088645
    success: True
  - lfn: "Aug_resized_Cat9_2.jpg"
    pfn: "Aug_resized_Cat9_2.jpg"
    sha256: 18228283fa938dff69012bb721aedc0a88c755762f5f214c7af6e91de101bf7b
    success: True
  - lfn: "Aug_resized_Cat74_0.jpg"
    pfn: "Aug_resized_Cat74_0.jpg"
    sha256: d5c3303cdcc45f6c7242b782e19d0a6635ba5f0539cb1253632612287d48cdd8
    success: True
  - lfn: "Aug_resized_Cat57_2.jpg"
    pfn: "Aug_resized_Cat57_2.jpg"
    sha256: 0200e890246e94ee506a3e81f14806e418cc5d75338fb89f8071c1d5ad91a214
    success: True
  - lfn: "Aug_resized_Cat90_1.jpg"
    pfn: "Aug_resized_Cat90_1.jpg"
    sha256: 51309f10fd548abf81c133cf1301ea38115306b86204a6ffc41830a2bb032ba3
    success: True
  - lfn: "Aug_resized_Cat17_2.jpg"
    pfn: "Aug_resized_Cat17_2.jpg"
    sha256: ccca2ad36afe797dec141075d3eb2db473bc9d96275098e3876f9bdfc1d8cc05
    success: True
  - lfn: "Aug_resized_Dog14_0.jpg"
    pfn: "Aug_resized_Dog14_0.jpg"
    sha256: 73e8ffdbaaf4d2767b103854b262c047534dca1ef21bc62c86e792d47def7b46
    success: True
  - lfn: "Aug_resized_Dog94_0.jpg"
    pfn: "Aug_resized_Dog94_0.jpg"
    sha256: 69fec23adecf82c54a8b23a9f2593a81850cf7897ec3b2a687ea5678e8464584
    success: True
  - lfn: "Aug_resized_Dog1_1.jpg"
    pfn: "Aug_resized_Dog1_1.jpg"
    sha256: 53ae8e135bdc76a99a0c07d40f6edfc8ad7da63c35fed8c6fd19f5c112d265d3
    success: True
  - lfn: "Aug_resized_Dog77_2.jpg"
    pfn: "Aug_resized_Dog77_2.jpg"
    sha256: 6cd2952419ed779368648b075182d9e4f3a6e00f577d0c7cb51ac872617f6e25
    success: True
  - lfn: "Aug_resized_Cat44_2.jpg"
    pfn: "Aug_resized_Cat44_2.jpg"
    sha256: 8f81142edee07f221e1cf081d804b40a140f775871b84e5c3a7a132ab3cf9cf9
    success: True
  - lfn: "Aug_resized_Cat50_1.jpg"
    pfn: "Aug_resized_Cat50_1.jpg"
    sha256: 05990d905032f3187ad819e82f420fe8e12505c68680561fc134cbf4cba30899
    success: True
  - lfn: "Aug_resized_Dog41_0.jpg"
    pfn: "Aug_resized_Dog41_0.jpg"
    sha256: 681a070dc5007f1c95c31eb13b4abc7a3baaf987984255a57608ab63c4002f22
    success: True
  - lfn: "Aug_resized_Cat87_0.jpg"
    pfn: "Aug_resized_Cat87_0.jpg"
    sha256: fab3f4b844a2e11d9bd7aaf8e2c6d6c7f9a6bd1981dc1da0a3d0aeba9d1a9b39
    success: True
  - lfn: "Aug_resized_Dog24_2.jpg"
    pfn: "Aug_resized_Dog24_2.jpg"
    sha256: 331ee053835d712b6527cdc968f8640127247167289b33bf289762ff8a922271
    success: True
  - lfn: "Aug_resized_Cat10_1.jpg"
    pfn: "Aug_resized_Cat10_1.jpg"
    sha256: 34cdb0a5930f8d0e84e63b1f6b55e9ee45bc88845c6f37845dba94915597a7b6
    success: True
  - lfn: "Aug_resized_Dog37_2.jpg"
    pfn: "Aug_resized_Dog37_2.jpg"
    sha256: 1c98b4b2b7b54d3eb5cb562c7fc9b696c882f1d51b0902ec0d8436d75e2c0c57
    success: True
  - lfn: "Aug_resized_Cat2_1.jpg"
    pfn: "Aug_resized_Cat2_1.jpg"
    sha256: 6b6c57f96f921f929240eba76aa3b5a5357161c888087d4c522be393eeed403f
    success: True
  - lfn: "Aug_resized_Cat68_1.jpg"
    pfn: "Aug_resized_Cat68_1.jpg"
    sha256: e5bfeeb8158d6271d2bea73668531a20ebeb9a22fa22ca5f8849659568b49b62
    success: True
  - lfn: "Aug_resized_Cat28_1.jpg"
    pfn: "Aug_resized_Cat28_1.jpg"
    sha256: 581421e1d011048f087df922683996ccff077a27dcd07d76114c97b4bd1972cb
    success: True
  - lfn: "Aug_resized_Dog48_1.jpg"
    pfn: "Aug_resized_Dog48_1.jpg"
    sha256: 5a7731a3bd939f63e9442945e5b9a43b23d84d81b144b5ba32d1533632c886e2
    success: True
  - lfn: "Aug_resized_Cat15_1.jpg"
    pfn: "Aug_resized_Cat15_1.jpg"
    sha256: 11d863ca19e32ae3973891eeb6e687fa1c3fa71bc1027c4eded4fe4ed64b6ed6
    success: True
  - lfn: "Aug_resized_Dog96_1.jpg"
    pfn: "Aug_resized_Dog96_1.jpg"
    sha256: b22e5d50328b7656c463aafd5feaec7656ae9d85799a81f7c1d807f6e592c60c
    success: True
  - lfn: "Aug_resized_Dog64_2.jpg"
    pfn: "Aug_resized_Dog64_2.jpg"
    sha256: dd3b41fb4db6e8cb54febfb273a1d3e3cb1a0aeb444b2685e5160731e90ed8d5
    success: True
  - lfn: "Aug_resized_Dog56_1.jpg"
    pfn: "Aug_resized_Dog56_1.jpg"
    sha256: 21e259db4d1f642f7c1d1c0933e242586d7386ad077714c02271af13a94c526a
    success: True
  - lfn: "Aug_resized_Cat7_1.jpg"
    pfn: "Aug_resized_Cat7_1.jpg"
    sha256: 489ec5cd47c4a468f7be65f1b09d0d6991852616c49f29c3f01110ad9ef07b8e
    success: True
  - lfn: "Aug_resized_Cat47_0.jpg"
    pfn: "Aug_resized_Cat47_0.jpg"
    sha256: b5ae59e9e5cb26e7af147a1d7043e7f0f58f80414559cdb3e7286bf833ec87d0
    success: True
  - lfn: "Aug_resized_Cat55_1.jpg"
    pfn: "Aug_resized_Cat55_1.jpg"
    sha256: 6394890772f088dc3774b3b718dd5a613664fa2ffeb3d5259752df783d1635ce
    success: True
  - lfn: "Aug_resized_Cat84_2.jpg"
    pfn: "Aug_resized_Cat84_2.jpg"
    sha256: 2bc3fb6a536190e5dec35bd7a34462715e3a3e4a20425bd6115db6d50aace835
    success: True
  - lfn: "Aug_resized_Cat76_1.jpg"
    pfn: "Aug_resized_Cat76_1.jpg"
    sha256: 47d5b3f2a991a6d0ae2a72c435d5f80e76ee53833f06e3d773cd187249d88d27
    success: True
  - lfn: "Aug_resized_Dog8_2.jpg"
    pfn: "Aug_resized_Dog8_2.jpg"
    sha256: 73044a9ef996e0c11d1b648515d27d9c4dacbafb010e73bf361cfd931095327f
    success: True
  - lfn: "Aug_resized_Cat92_2.jpg"
    pfn: "Aug_resized_Cat92_2.jpg"
    sha256: 456104e6ae4094e1c698b951582c521649116edec55da5b5c835319cee2f9e6a
    success: True
  - lfn: "Aug_resized_Dog88_1.jpg"
    pfn: "Aug_resized_Dog88_1.jpg"
    sha256: bbf76b385efc66f8f17c69d3b5033ceafad2713f73052aee6016b08bfb829b43
    success: True
  - lfn: "Aug_resized_Cat39_0.jpg"
    pfn: "Aug_resized_Cat39_0.jpg"
    sha256: 4789f1e48a83189dca242da043c48fb38969b1183aa7197d168e29c8e8e7d114
    success: True
  - lfn: "Aug_resized_Cat52_2.jpg"
    pfn: "Aug_resized_Cat52_2.jpg"
    sha256: d0256f37d4df284d62467f0d760b3a24df16433c591e539e02077963ee060ad2
    success: True
  - lfn: "Aug_resized_Cat79_0.jpg"
    pfn: "Aug_resized_Cat79_0.jpg"
    sha256: b06f7a7e0f6bac3194510d4b01c0a05d1c6c0256d73030f38f2496ca564de208
    success: True
  - lfn: "Aug_resized_Dog30_1.jpg"
    pfn: "Aug_resized_Dog30_1.jpg"
    sha256: c597369a63e8e600e76b9da29f83098698cdeb1a96b8beefc32a294b1a1fe2f5
    success: True
  - lfn: "Aug_resized_Cat4_2.jpg"
    pfn: "Aug_resized_Cat4_2.jpg"
